	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL
ENSMUSG00000102277	0.684850935378031	0.930638185076579	1.26800919320911	0.733936465177591	0.462987461407406	NA	A130050O07Rik
ENSMUSG00000104145	0.200259131156153	1.05778843049125	2.60884856952515	0.40546179753307	0.685138094042335	NA	D130019J16Rik
ENSMUSG00000103427	0.105441642109061	0	3.3976477574451	0	1	NA	Gm37534
ENSMUSG00000098206	0.408034361136726	2.19925793917725	1.50471368022356	1.46157901538484	0.143856608292385	NA	Mir181a-1hg
ENSMUSG00000104197	0.122821413616067	0.0490734886112142	3.69509815071284	0.0132806996214017	0.989403846302608	NA	Gm37632
ENSMUSG00000026395	0.157091008437997	0	2.75761954566596	0	1	NA	Ptprc
ENSMUSG00000026393	272.245433509932	0.173879325578829	0.0819160630294134	2.12265237303207	0.0337829927705457	0.149482510783884	Nek7
ENSMUSG00000102651	0.0850159557639403	0.0490734137848036	4.08696082793647	0.0120073119980406	0.990419781346109	NA	Gm37080
ENSMUSG00000102448	0.613992155946306	1.06908636439716	1.31620885126727	0.812246752001274	0.416650057819194	NA	Gm37101
ENSMUSG00000019230	17.8996634890237	0.0249624614630278	0.3048937053832	0.0818726691377711	0.934747968324625	0.976801050325791	Lhx9
ENSMUSG00000079283	170.194605999684	0.108285442414656	0.0837469051079129	1.29300828818837	0.196008192547046	0.44897343445879	2310009B15Rik
ENSMUSG00000102365	0.499449410774553	-0.873753440307775	1.43085567994679	-0.610650991957669	0.541430657022039	NA	Gm37045
ENSMUSG00000056268	28.3403433088512	0.112136478028387	0.188464813897288	0.594999542405301	0.551843776860751	0.776600906641457	Dennd1b
ENSMUSG00000104436	0.123556978351875	1.88937885039907	2.89926731103073	0.651674594891827	0.514611114881629	NA	Gm37423
ENSMUSG00000104900	0.0786272496575426	1.45684838479103	4.77413468256489	0.30515443774794	0.760248531779573	NA	4930596I21Rik
ENSMUSG00000102157	0.194477771836592	-0.438574311843396	2.35638991119527	-0.186121282288521	0.852349652656213	NA	Gm37470
ENSMUSG00000105936	0.451277128744983	-0.185534757212465	1.33536271929282	-0.138939596359796	0.889497881032886	NA	Gm43544
ENSMUSG00000102451	0.0581600008155924	0.0490732278206536	4.92768185620347	0.00995868427643624	0.992054250907269	NA	Gm37655
ENSMUSG00000102243	0.452841198418847	-1.77010055078828	1.3207472765984	-1.3402265385299	0.180171706140577	NA	Gm37718
ENSMUSG00000033964	40.0729212875615	-0.22477238992312	0.15084264079174	-1.49011173991212	0.136194857837594	0.362940725506358	Zbtb41
ENSMUSG00000033952	70.3501710492032	-0.187139929838377	0.124384418268451	-1.50452872187322	0.132445283660401	0.356889934822375	Aspm
ENSMUSG00000026368	0.0642745677407983	0	4.92768185620347	0	1	NA	F13b
ENSMUSG00000070594	0.0563995403686243	0.049073227820653	4.92768185620347	0.00995868427643611	0.992054250907269	NA	Cfhr4
ENSMUSG00000104496	1.25529716281206	-0.0419107392329578	0.9753403171282	-0.0429703750546888	0.965725149313967	NA	Gm5837
ENSMUSG00000026365	0.0835159726001712	0.529966350122368	4.68667992149974	0.113079271253664	0.909967708715462	NA	Cfh
ENSMUSG00000052726	0.124932940344625	0	3.23527988471953	0	1	NA	Kcnt2
ENSMUSG00000102740	0.048156548890464	0	4.92768185620347	0	1	NA	Gm37599
ENSMUSG00000101795	4.95157593657935	0.192359215913569	0.455876054292645	0.421955077706463	0.673057807013541	0.85096615805476	Gm5835
ENSMUSG00000026361	93.951329956028	-0.00965268186500954	0.107753761007468	-0.0895809276145875	0.928620241020793	0.973480609223855	Cdc73
ENSMUSG00000018196	124.496983819255	-0.05832309098356	0.0914002519399843	-0.638106457538611	0.523404383277609	0.755540234303187	Glrx2
ENSMUSG00000018199	102.304046521143	-0.267389893287019	0.101985770874916	-2.62183529126793	0.0087457686997489	0.0567874624414229	Ro60
ENSMUSG00000018189	94.3718643787756	-0.353648220426877	0.118000433194218	-2.99700781474932	0.00272643724061345	0.02350521260418	Uchl5
ENSMUSG00000100455	4.69866811324813	-0.591907807902611	0.424722470279082	-1.39363431257516	0.163428061440959	0.404939941005428	Gm29170
ENSMUSG00000026360	4.6065254907762	0.0920778798187441	0.422715843448923	0.217824529753803	0.827565831455931	0.929086440479959	Rgs2
ENSMUSG00000100441	0.233519679629765	0.0490737114262424	2.13846284212061	0.0229481244469875	0.98169165273117	NA	Gm7266
ENSMUSG00000101973	0.0850593324698076	1.01086207772881	4.08631939064225	0.24737715804685	0.80461635017167	NA	Gm29516
