"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MARCH3",2.78541725802543e-32,0.293528038521145,0.288,0.164,1.01949057060989e-27
"TGFB2",3.51609732187057e-32,-0.266946515927202,0.145,0.252,1.28692678077785e-27
"TIAM2",3.70993277555361e-32,-0.25894165732456,0.758,0.821,1.35787249518038e-27
"PTPRT",4.57881856761175e-32,0.515877858354711,0.475,0.36,1.67589338393158e-27
"MEIS2",5.56654061555191e-32,0.74064610943093,0.636,0.556,2.03740953069815e-27
"LINC01322",6.31714135199684e-32,0.343289617793982,0.32,0.188,2.31213690624436e-27
"TRAPPC10",1.70654288648168e-31,0.273860584957789,0.307,0.18,6.24611761881159e-27
"ST6GALNAC5",2.38096159735286e-31,0.407445057060438,0.609,0.492,8.7145575424712e-27
"STARD13",2.48101594572302e-31,-0.330607163661341,0.064,0.146,9.08076646294083e-27
"LINC01435",2.48605421832516e-31,-0.374261326332791,0.046,0.118,9.09920704449193e-27
"SEMA6D",2.87924326195808e-31,-0.31770387868541,0.824,0.888,1.05383182630928e-26
