"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TBC1D12",2.52342927938001e-38,0.252238553187726,0.402,0.236,9.23600350545876e-34
"TTLL11",2.98555487755335e-38,0.371697926983409,0.309,0.167,1.0927429407333e-33
"TMEM220",3.876475983926e-38,0.251390230141316,0.111,0.028,1.41882897487676e-33
"EDNRB",3.8869721220225e-38,0.31591509053965,0.231,0.111,1.42267066638145e-33
"PHYHIPL",4.30364208630134e-38,0.316500935283026,0.462,0.293,1.57517604000715e-33
"PLOD3",5.13679202817112e-38,-0.480108895116832,0.065,0.152,1.88011725023091e-33
"NTRK2",5.41860620876438e-38,0.551785514886634,0.597,0.472,1.98326405846985e-33
"ACVR1",6.892242568519e-38,0.359147282268781,0.253,0.125,2.52262970250364e-33
"SAMHD1",8.25167341440038e-38,-0.821824704365417,0.16,0.268,3.02019498640468e-33
"BORCS5",9.5014224793629e-38,0.259942572119645,0.242,0.116,3.47761564167162e-33
"SRBD1",1.18421991557977e-37,0.283274430012366,0.252,0.124,4.33436331301351e-33
"PTOV1",1.39465223492816e-37,-0.622653047479963,0.14,0.241,5.10456664506057e-33
"HIF3A",2.06203777030568e-37,-1.38760935172251,0.292,0.369,7.54726444309581e-33
"UNC79",2.08949875842694e-37,0.383044644373471,0.427,0.28,7.64777440571846e-33
"PHKA1",2.1628404761904e-37,0.323883065502181,0.203,0.092,7.91621242690447e-33
"TGFBR3",2.55309204415752e-37,0.50776118703841,0.257,0.134,9.34457219082095e-33
"RHBDD1",2.56388356591234e-37,0.260734489315526,0.326,0.18,9.38407023959577e-33
"SECISBP2L",3.12707355938935e-37,0.35474569937415,0.412,0.251,1.1445401934721e-32
"STS",3.8200731865497e-37,0.255568252949768,0.181,0.074,1.39818498700906e-32
"ARHGEF28",4.14625317535941e-37,0.279873799842623,0.125,0.038,1.5175701247133e-32
"ELOVL2",4.22751733533205e-37,0.361473500070008,0.196,0.088,1.54731361990488e-32
"GLI3",5.37363143181248e-37,0.549915915188336,0.275,0.155,1.96680284035769e-32
"PLCL2",5.733263964647e-37,0.542052900181244,0.372,0.227,2.09843194370045e-32
"ENOX1",6.22359471689782e-37,0.314548421201031,0.438,0.279,2.27789790233177e-32
"CADPS2",6.70716145557096e-37,0.254774887033287,0.307,0.168,2.45488816435353e-32
"AZIN2",6.96734209665256e-37,0.360136971599269,0.153,0.056,2.5501168807958e-32
"FREM2",8.28497575093769e-37,0.255039222888465,0.206,0.093,3.0323839746007e-32
"AHCYL2",9.08789276268495e-37,0.396571198920506,0.577,0.407,3.32625963007032e-32
"TBC1D9",1.25639167209355e-36,0.25637150356059,0.228,0.106,4.59851915902961e-32
"PPP2R3A",1.67491660015662e-36,0.253088520948807,0.311,0.17,6.13036224823324e-32
"TULP4",1.69422867103744e-36,0.298607721038069,0.37,0.214,6.20104635886413e-32
"AGAP1",1.77650175883887e-36,0.347812174782684,0.687,0.515,6.50217408752614e-32
"FAM227B",2.10963836816634e-36,0.291733881694173,0.16,0.062,7.72148739132563e-32
"UBB",2.38212471346246e-36,-0.670953921212214,0.119,0.214,8.71881466374396e-32
"PALM2-AKAP2",2.5165663439581e-36,0.470544548685481,0.294,0.162,9.21088447552104e-32
"PDE7A",2.81224360216876e-36,0.273436857248868,0.368,0.214,1.02930928082979e-31
"NCALD",3.95848032790361e-36,0.425415552023962,0.322,0.187,1.448843384816e-31
"IGF1",4.19622313463068e-36,0.346169780532862,0.135,0.045,1.53585962950617e-31
"WRN",4.2945485947765e-36,0.284261643823309,0.369,0.22,1.57184773117415e-31
"DMD",4.66657708717742e-36,0.37655470814782,0.605,0.444,1.70801387967781e-31
"FUT8",4.95137155797807e-36,0.254876222230762,0.626,0.44,1.81225150393555e-31
"F3",5.58374023448837e-36,0.315031720672758,0.235,0.118,2.04370476322509e-31
"MAN2A1",8.38129952214574e-36,0.354723633393144,0.53,0.352,3.06763943810056e-31
"UBE2E3",8.57504569467989e-36,0.283989456967814,0.442,0.278,3.13855247470979e-31
"VAV3",9.01480940166844e-36,0.454067606386503,0.287,0.163,3.29951038910466e-31
"CIITA",9.36166170489965e-36,-0.788613648861373,0.048,0.125,3.42646180061032e-31
"ITGA6",9.76726854233327e-36,0.346272403937547,0.208,0.097,3.5749179591794e-31
"ZNF704",1.01116585199381e-35,0.289516434034115,0.399,0.244,3.70096813488253e-31
"ST13",1.20640049847069e-35,-0.672650173860702,0.213,0.31,4.41554646445256e-31
"CREB5",1.87416175742152e-35,0.464390778580251,0.274,0.148,6.85961944833849e-31
"NFIB",3.23988816261975e-35,0.27601904696792,0.585,0.419,1.18583146640046e-30
"CAMK1D",4.16461411535707e-35,0.352265353749464,0.554,0.383,1.52429041236184e-30
