"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","logp"
"MA0723.1","MA0723.1",16,1860,6.27450980392157,4.65,1.34935694707991,0.13949137741707,"VAX2",0.308785066923247,0.855452637235712
"MA1506.1","MA1506.1",10,1059,3.92156862745098,2.6475,1.48123460904664,0.141659330173263,"HOXD10",0.311861210475487,0.848754816065397
"MA0130.1","MA0130.1",58,7949,22.7450980392157,19.8725,1.14455141724573,0.141717091623579,"ZNF354C",0.311861210475487,0.848577769017322
"MA0914.1","MA0914.1",14,1594,5.49019607843137,3.985,1.37771545255492,0.142474402786202,"ISL2",0.312605601407372,0.846263154794214
"MA0070.1","MA0070.1",17,2010,6.66666666666667,5.025,1.32669983416252,0.145012515743961,"PBX1",0.317241456730191,0.838594513048003
"MA0653.1","MA0653.1",31,3998,12.156862745098,9.995,1.21629442172066,0.147201617190413,"IRF9",0.321032462397893,0.832087418714455
"MA0885.1","MA0885.1",16,1878,6.27450980392157,4.695,1.33642381340182,0.1476060785556,"Dlx2",0.321032462397893,0.830895757494023
"MA1608.1","MA1608.1",13,1472,5.09803921568627,3.68,1.38533674339301,0.149193150187077,"Isl1",0.323540959417324,0.826251115899841
"MA0858.1","MA0858.1",17,2022,6.66666666666667,5.055,1.31882624464227,0.150317516006224,"Rarb(var.2)",0.325034396929401,0.82299040955537
"MA1106.1","MA1106.1",8,817,3.13725490196078,2.0425,1.5359877120983,0.153270153378242,"HIF1A",0.328970599150445,0.814542407997103
"MA0801.1","MA0801.1",18,2168,7.05882352941176,5.42,1.30236596483612,0.153460815689484,"MGA",0.328970599150445,0.814002497725927
"MA0803.1","MA0803.1",18,2168,7.05882352941176,5.42,1.30236596483612,0.153460815689484,"TBX15",0.328970599150445,0.814002497725927
"MA0105.4","MA0105.4",13,1481,5.09803921568627,3.7025,1.37691808661344,0.153928071663181,"NFKB1",0.329026766363133,0.812682171223181
"MA0485.2","MA0485.2",10,1080,3.92156862745098,2.7,1.45243282498184,0.15451081519251,"HOXC9",0.329328766096035,0.811041116148284
"MA0839.1","MA0839.1",10,1081,3.92156862745098,2.7025,1.45108922384865,0.155137086625028,"CREB3L1",0.329721557328408,0.80928436858704
"MA0004.1","MA0004.1",29,3743,11.3725490196078,9.3575,1.21534053108286,0.158233357532103,"Arnt",0.335346831587922,0.800701956584253
"MA0892.1","MA0892.1",19,2323,7.45098039215686,5.8075,1.28299274940282,0.160064699285194,"GSX1",0.337504481029615,0.795704436950559
"MA0833.2","MA0833.2",22,2747,8.62745098039216,6.8675,1.25627243980956,0.160348976912583,"ATF4",0.337504481029615,0.79493380669056
"MA0144.2","MA0144.2",48,6536,18.8235294117647,16.34,1.15199078407373,0.160608700758061,"STAT3",0.337504481029615,0.79423093110678
"MA0062.3","MA0062.3",49,6689,19.2156862745098,16.7225,1.14909171921123,0.161798241247258,"GABPA",0.338505715181013,0.791026203494836
"MA0764.2","MA0764.2",54,7435,21.1764705882353,18.5875,1.13928557300526,0.161992681393595,"ETV4",0.338505715181013,0.790504605841163
"MA0137.3","MA0137.3",37,4922,14.5098039215686,12.305,1.17917951414617,0.163216963068789,"STAT1",0.339718060712317,0.787234707197753
"MA1523.1","MA1523.1",21,2613,8.23529411764706,6.5325,1.26066500078792,0.163483624391048,"MSANTD3",0.339718060712317,0.786525742653715
"MA1652.1","MA1652.1",56,7746,21.9607843137255,19.365,1.1340451491725,0.165017974442658,"ZKSCAN5",0.341953913706174,0.782468748052129
"MA1147.1","MA1147.1",10,1099,3.92156862745098,2.7475,1.42732252136523,0.166626904470618,"NR4A2::RXRA",0.344331497881111,0.778254873759007
"MA1563.1","MA1563.1",13,1508,5.09803921568627,3.77,1.35226504394861,0.168601674262493,"SOX18",0.344926286149749,0.773138117022359
"MA0698.1","MA0698.1",32,4211,12.5490196078431,10.5275,1.19202276018458,0.169504782107129,"ZBTB18",0.344926286149749,0.770818044874223
"MA0109.1","MA0109.1",12,1374,4.70588235294118,3.435,1.36998030653309,0.169993955628173,"HLTF",0.344926286149749,0.769566520292308
"MA0592.3","MA0592.3",22,2771,8.62745098039216,6.9275,1.24539169691695,0.170111987628301,"ESRRA",0.344926286149749,0.769265080994242
"MA1545.1","MA1545.1",4,338,1.56862745098039,0.845,1.85636384731407,0.170598437212681,"OVOL2",0.344926286149749,0.768024951556642
"MA0767.1","MA0767.1",7,711,2.74509803921569,1.7775,1.54435895314525,0.170821241517141,"GCM2",0.344926286149749,0.767458126035235
"MA0098.3","MA0098.3",13,1512,5.09803921568627,3.78,1.34868762319743,0.170834241873507,"ETS1",0.344926286149749,0.767425075296643
"MA0761.2","MA0761.2",47,6425,18.4313725490196,16.0625,1.14747844663157,0.170975819993706,"ETV1",0.344926286149749,0.767065304729674
"MA0675.1","MA0675.1",21,2632,8.23529411764706,6.58,1.25156445556946,0.171473064687775,"NKX6-2",0.344926286149749,0.765804090059581
"MA1133.1","MA1133.1",11,1241,4.31372549019608,3.1025,1.39040305888673,0.171538407723266,"JUN::JUNB(var.2)",0.344926286149749,0.76563862550594
"MA0680.1","MA0680.1",12,1378,4.70588235294118,3.445,1.36600358575941,0.17234688318165,"PAX7",0.345620362509438,0.763596566211648
"MA1150.1","MA1150.1",18,2219,7.05882352941176,5.5475,1.27243326352623,0.176639481286241,"RORB",0.353278962572483,0.75291221928408
"MA0609.2","MA0609.2",10,1115,3.92156862745098,2.7875,1.40684076321111,0.177177052904275,"CREM",0.353406634937404,0.751592526480467
"MA1643.1","MA1643.1",39,5266,15.2941176470588,13.165,1.16172560934742,0.178785962285096,"NFIB",0.354855476796158,0.747666583646668
"MA0090.3","MA0090.3",28,3656,10.9803921568627,9.14,1.20135581584932,0.178854771146589,"TEAD1",0.354855476796158,0.7474994700803
"MA0902.2","MA0902.2",12,1395,4.70588235294118,3.4875,1.34935694707991,0.182524798244597,"HOXB2",0.359370029473391,0.738678122938163
"MA1474.1","MA1474.1",10,1123,3.92156862745098,2.8075,1.39681874530756,0.182567418691339,"CREB3L4",0.359370029473391,0.738576724858106
"MA1481.1","MA1481.1",14,1671,5.49019607843137,4.1775,1.3142300606658,0.182575390308868,"DRGX",0.359370029473391,0.738557762252684
"MA0750.2","MA0750.2",22,2804,8.62745098039216,7.01,1.23073480462085,0.184051375026166,"ZBTB7A",0.361321909919788,0.735060933642224
"MA0523.1","MA0523.1",32,4255,12.5490196078431,10.6375,1.17969632036128,0.184767902329621,"TCF7L2",0.361776522671646,0.733373471708251
"MA1494.1","MA1494.1",15,1825,5.88235294117647,4.5625,1.28928283642224,0.190568399425345,"HNF4A(var.2)",0.37103482102389,0.719949113629522
"MA0056.2","MA0056.2",24,3107,9.41176470588235,7.7675,1.21168518904182,0.190600804320425,"MZF1",0.37103482102389,0.719875271005221
"MA1496.1","MA1496.1",13,1547,5.09803921568627,3.8675,1.31817432855495,0.190992722940062,"HOXA4",0.37103482102389,0.718983179596158
"MA0895.1","MA0895.1",10,1136,3.92156862745098,2.84,1.38083402375034,0.191485799053884,"HMBOX1",0.37103482102389,0.717863428594694
"MA1576.1","MA1576.1",19,2393,7.45098039215686,5.9825,1.24546266479847,0.19198503183541,"THRB(var.3)",0.371038429402114,0.71673262986254
"MA1123.2","MA1123.2",29,3843,11.3725490196078,9.6075,1.18371574495007,0.194570598246969,"TWIST1",0.375063737189248,0.710922785772808
"MA1579.1","MA1579.1",41,5620,16.078431372549,14.05,1.1443723396832,0.197357200161544,"ZBTB26",0.378556021766692,0.70474702466048
"MA0706.1","MA0706.1",20,2548,7.84313725490196,6.37,1.23126173546342,0.197770290836283,"MEOX2",0.378556021766692,0.703838947799142
"MA0640.2","MA0640.2",52,7266,20.3921568627451,18.165,1.12260703896202,0.197949435981674,"ELF3",0.378556021766692,0.70344573134747
"MA0112.3","MA0112.3",14,1699,5.49019607843137,4.2475,1.29257117797089,0.198412070389781,"ESR1",0.378556021766692,0.702431911092015
"MA1619.1","MA1619.1",25,3275,9.80392156862745,8.1875,1.19742553509954,0.200367626098652,"Ptf1a(var.2)",0.381311859871414,0.69817244718848
