"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tiam1",2.62996535156013e-12,0.654204927935156,0.289,0.121,8.49084313751188e-08
"Nipbl",2.66328377029344e-12,-0.603018527629672,0.843,0.835,8.59841165239237e-08
"Ptpn13",2.689310105762e-12,0.959006227283063,0.149,0.044,8.68243767645261e-08
"Tpm3",2.71892976997987e-12,0.380717289289762,0.972,0.847,8.77806476238001e-08
"Galnt1",2.74601474723545e-12,0.478613500416969,0.554,0.291,8.86550861144966e-08
"Bnc2",2.78396699981154e-12,0.664105110456658,0.614,0.356,8.98803745889156e-08
"Ammecr1",2.87833044094538e-12,0.535932452749642,0.398,0.186,9.29268982859215e-08
"Apoe",2.87886019167904e-12,-2.13679167938637,0.337,0.475,9.29440012883579e-08
"Appl1",2.91525303499054e-12,0.503930993353251,0.474,0.234,9.41189442346695e-08
"Acsl4",3.08482446451767e-12,0.545524958885419,0.365,0.165,9.95935578369529e-08
"Sqor",3.19677339246992e-12,0.427061630724132,0.253,0.098,1.03207828975891e-07
"Gm15738",3.30466711453734e-12,1.25829228119259,0.149,0.046,1.06691177792838e-07
"Col8a1",3.42312919487258e-12,0.570132487836283,0.92,0.795,1.10515726056461e-07
"Dhps",3.45311048665695e-12,0.655327893088027,0.494,0.259,1.1148367206172e-07
"Mdp1",3.57804168850311e-12,0.896864519872091,0.177,0.059,1.15517075913323e-07
"Nptxr",3.63834236848758e-12,-2.04997886280448,0.209,0.381,1.17463883366621e-07
"Tpgs2",3.67891597558223e-12,0.718672617493595,0.398,0.192,1.18773802271672e-07
"Smarcd2",3.79070214657131e-12,0.612681699514044,0.313,0.134,1.22382818802055e-07
"Dpy19l1",3.87497497223856e-12,0.650916503921504,0.494,0.26,1.25103566978722e-07
"Yipf1",4.09188162813633e-12,0.457709711371213,0.426,0.203,1.32106398364382e-07
"Rnf219",4.12635054353485e-12,0.900557987007445,0.189,0.065,1.33219227298023e-07
"Tnfaip3",4.23188087267757e-12,1.1914278497567,0.197,0.071,1.36626273974395e-07
"Rpl26",4.25920911797878e-12,0.255033277397037,1,0.993,1.37508566373945e-07
"Uggt2",4.29763482766929e-12,0.699520075830676,0.309,0.134,1.38749140411303e-07
"Col5a1",4.39841298992999e-12,0.652203928067629,0.827,0.591,1.4200276337989e-07
"Papss1",4.4440183712635e-12,0.52932157088142,0.446,0.219,1.43475133116242e-07
"Tbc1d8b",4.44857827142435e-12,0.727553684406446,0.289,0.121,1.43622349492935e-07
"Zfp518b",4.57897247812063e-12,1.1882787181206,0.169,0.056,1.47832126456124e-07
"Cstb",4.60736919324264e-12,0.488228197976115,0.759,0.477,1.48748914403839e-07
"Lrfn4",4.68850217848637e-12,0.497763975256243,0.341,0.15,1.51368292832433e-07
"Tcf4",4.85923941179712e-12,-0.620692358260336,0.827,0.847,1.5688054440987e-07
"Tsc22d3",4.94240747492613e-12,1.36280602340178,0.149,0.046,1.5956562532799e-07
"Ccnd2",5.23015631643575e-12,0.368801622846616,1,0.939,1.68855596676128e-07
"Ano10",5.2551737741917e-12,0.621272480173863,0.333,0.149,1.69663285299779e-07
"Usp13",5.26974890416333e-12,0.517947183510694,0.289,0.12,1.70133843370913e-07
"Zpr1",5.4220481854222e-12,0.456262433110537,0.438,0.211,1.75050825666356e-07
"Spen",5.73969109880408e-12,-1.17929588319814,0.458,0.561,1.8530592712489e-07
"Rwdd4a",5.78183183879962e-12,0.660560075128045,0.53,0.287,1.86666440915646e-07
"Csk",5.93596208250498e-12,0.61024715866286,0.43,0.209,1.91642535833673e-07
"Cdkl5",6.0053005686637e-12,-2.25506071223197,0.173,0.348,1.93881128859308e-07
"Tradd",6.02380524814622e-12,1.17238887320243,0.161,0.052,1.94478552436401e-07
"Mvb12a",6.25047311866274e-12,0.490530403175213,0.382,0.176,2.01796524636026e-07
"Stard9",6.39520915963394e-12,0.885968238010994,0.205,0.074,2.06469327718782e-07
"Becn1",6.44624243957531e-12,0.455793680290188,0.426,0.204,2.08116937161689e-07
"Itga5",6.71989294295077e-12,0.524892445463198,0.566,0.309,2.16951743663165e-07
"Srm",6.77147265508061e-12,0.604599744133001,0.767,0.519,2.18616994669278e-07
"Ttyh3",6.91324751380224e-12,0.47994431707716,0.321,0.139,2.23194195983105e-07
"Mex3d",7.08111200702344e-12,0.923591238519525,0.281,0.121,2.28613701146752e-07
"AY036118",7.11230008017623e-12,-0.424137499210528,0.996,0.989,2.2962060808849e-07
"Tgfb1i1",7.89109682249565e-12,0.457784848390499,0.747,0.444,2.54764060914272e-07
"Cers6",8.16758742802671e-12,0.441806700846661,0.711,0.416,2.63690560113842e-07
"Ubqln2",8.19481167217931e-12,0.670141502063588,0.402,0.195,2.64569494836309e-07
"Ccdc102a",8.26253785853315e-12,0.515475239792222,0.337,0.15,2.66756034762743e-07
"Cacnb4",8.30029734872727e-12,-2.35558445727133,0.181,0.356,2.6797509990366e-07
"Fam117b",8.90177374372832e-12,0.775369135997153,0.293,0.128,2.87393765316269e-07
"Rpl7",8.9719296772947e-12,0.259345803168801,1,0.994,2.89658749631459e-07
"Ppp1r12b",9.10918329618301e-12,0.629804974650783,0.486,0.257,2.94089982717268e-07
"Pgm3",9.17841014506703e-12,0.761796796355551,0.265,0.109,2.96324971533489e-07
"Slc38a1",9.34656796769695e-12,-1.18364869179366,0.482,0.57,3.01753946837096e-07
"Tmem189",9.47982525409936e-12,0.580294197555586,0.321,0.142,3.06056158328598e-07
"Dcbld2",9.63207831552703e-12,0.546895107188516,0.695,0.426,3.1097164841679e-07
"Cox6c",9.94710057462671e-12,-0.390228219768332,0.992,0.962,3.21142142051824e-07
"Cct8",9.99720831800081e-12,0.381446218019136,0.98,0.838,3.22759870546656e-07
"Tnc",1.00880303479256e-11,-0.663762939001511,0.691,0.772,3.25692059782777e-07
"Fyn",1.01149146458137e-11,0.493543980058551,0.618,0.352,3.26560019340096e-07
"Jdp2",1.02605661307735e-11,0.826854267889147,0.261,0.109,3.31262377532023e-07
"Leprot",1.05550983458305e-11,0.508325208622799,0.47,0.238,3.40771350095136e-07
