"","ensembl_gene_id","external_gene_name"
"29147","ENSMUSG00000087537","Gm13799"
"29148","ENSMUSG00000087538","Gm16341"
"29149","ENSMUSG00000087539","Gm13584"
"29150","ENSMUSG00000087540","Gm11412"
"29151","ENSMUSG00000087541","Hopxos"
"29152","ENSMUSG00000087542","Gm15878"
"29153","ENSMUSG00000087543","Gm16576"
"29154","ENSMUSG00000087544","Gm13923"
"29155","ENSMUSG00000087545","Gm13966"
"29156","ENSMUSG00000087547","Platr27"
"29157","ENSMUSG00000087549","Gm13427"
"29158","ENSMUSG00000087550","Gm14343"
"29159","ENSMUSG00000087552","Gm15819"
"29160","ENSMUSG00000087553","5730412P04Rik"
"29161","ENSMUSG00000087554",NA
"29162","ENSMUSG00000087555","Gm13997"
"29163","ENSMUSG00000087556","Gm15764"
"29164","ENSMUSG00000087557",NA
"29165","ENSMUSG00000087559","Gm13802"
"29166","ENSMUSG00000087560",NA
"29167","ENSMUSG00000087561","Gm11608"
"29168","ENSMUSG00000087563","Gm14205"
"29169","ENSMUSG00000087564","Gm11817"
"29170","ENSMUSG00000087565","Gm14662"
"29171","ENSMUSG00000087568","Maats1os"
"29172","ENSMUSG00000087569","Actb-ps1"
"29173","ENSMUSG00000087570","Gm13647"
"29174","ENSMUSG00000087571","Gm15202"
"29175","ENSMUSG00000087574","C030037D09Rik"
"29176","ENSMUSG00000087575","Gm12976"
"29177","ENSMUSG00000087577","Gm13299"
"29178","ENSMUSG00000087578","Ccdc142os"
"29179","ENSMUSG00000087579","Hectd2os"
"29180","ENSMUSG00000087581","Gm11571"
"29181","ENSMUSG00000087582","Ighv6-7"
"29182","ENSMUSG00000087584","Gm14457"
"29183","ENSMUSG00000087585","Gm14100"
"29184","ENSMUSG00000087586","Gm6938"
"29185","ENSMUSG00000087587","Gm15245"
"29186","ENSMUSG00000087588","Gm16355"
"29187","ENSMUSG00000087589","D430040D24Rik"
"29188","ENSMUSG00000087590","Epb41l4aos"
"29189","ENSMUSG00000087591","Gm14635"
"29190","ENSMUSG00000087592","Gm11184"
"29191","ENSMUSG00000087593",NA
"29192","ENSMUSG00000087594",NA
"29193","ENSMUSG00000087595","1810012K08Rik"
"29194","ENSMUSG00000087596","Gm11715"
"29195","ENSMUSG00000087597","Gm15345"
"29196","ENSMUSG00000087598","Zfp111"
"29197","ENSMUSG00000087600","Pmepa1os"
"29198","ENSMUSG00000087601","Uchl1os"
"29199","ENSMUSG00000087602","Gm12753"
"29200","ENSMUSG00000087603","Gm11339"
"29201","ENSMUSG00000087604","Cdrt4os1"
"29202","ENSMUSG00000087605","Gm15742"
"29203","ENSMUSG00000087606","Gm16121"
"29204","ENSMUSG00000087607","Gm16034"
"29205","ENSMUSG00000087608","Gm12914"
"29206","ENSMUSG00000087609","4930442J19Rik"
"29207","ENSMUSG00000087610","Gm16253"
"29208","ENSMUSG00000087611","4930458D05Rik"
"29209","ENSMUSG00000087612","A230005M16Rik"
"29210","ENSMUSG00000087613","Gm13855"
"29211","ENSMUSG00000087614","Gm12514"
"29212","ENSMUSG00000087615","Pnpla1os"
"29213","ENSMUSG00000087616","Gm14257"
"29214","ENSMUSG00000087617","Gm14268"
"29215","ENSMUSG00000087618","Gm14114"
"29216","ENSMUSG00000087620","5330434G04Rik"
"29217","ENSMUSG00000087621","1700003G18Rik"
"29218","ENSMUSG00000087622","Gm12290"
"29219","ENSMUSG00000087623","Gm12404"
"29220","ENSMUSG00000087624","9230111E07Rik"
"29221","ENSMUSG00000087625","4930419G24Rik"
"29222","ENSMUSG00000087626","Gm15050"
"29223","ENSMUSG00000087627","A230059L01Rik"
"29224","ENSMUSG00000087628","Gm13028"
"29225","ENSMUSG00000087629","Gm12246"
"29226","ENSMUSG00000087630","Gm11513"
"29227","ENSMUSG00000087632","Gm6058"
"29228","ENSMUSG00000087633","Gm14455"
"29229","ENSMUSG00000087635","Gm13414"
"29230","ENSMUSG00000087636","Gm4660"
"29231","ENSMUSG00000087637","Gm11986"
"29232","ENSMUSG00000087638","Gm11773"
"29233","ENSMUSG00000087639","Gm15512"
"29234","ENSMUSG00000087640","Gm14798"
"29235","ENSMUSG00000087641","Gm12811"
"29236","ENSMUSG00000087642","Ighe"
"29237","ENSMUSG00000087643","Gm11314"
"29238","ENSMUSG00000087644","Gm14703"
"29239","ENSMUSG00000087646","Gm1667"
"29240","ENSMUSG00000087647","Gm15407"
"29241","ENSMUSG00000087648","E130018N17Rik"
"29242","ENSMUSG00000087649","Gm21979"
"29243","ENSMUSG00000087651","1500009L16Rik"
"29244","ENSMUSG00000087652","Gm15918"
"29245","ENSMUSG00000087653",NA
"29246","ENSMUSG00000087654","Gm12256"
"29247","ENSMUSG00000087657","Gm16764"
"29248","ENSMUSG00000087658","Hotairm1"
"29249","ENSMUSG00000087659","Gm12606"
"29250","ENSMUSG00000087660","B230398E01Rik"
"29251","ENSMUSG00000087662",NA
"29252","ENSMUSG00000087663","Defa-ps3"
"29253","ENSMUSG00000087666","Trav13-5"
"29254","ENSMUSG00000087667","Gm13381"
"29255","ENSMUSG00000087668","Gm11186"
"29256","ENSMUSG00000087669","Gm11724"
"29257","ENSMUSG00000087670","9530036M11Rik"
"29258","ENSMUSG00000087672","Gm15122"
"29259","ENSMUSG00000087674","4930447M23Rik"
"29260","ENSMUSG00000087675","Gm11762"
"29261","ENSMUSG00000087677","Gm15226"
"29262","ENSMUSG00000087678","Gm14120"
"29263","ENSMUSG00000087679","Tmem250"
"29264","ENSMUSG00000087681","Gm13565"
"29265","ENSMUSG00000087682","Gm14003"
"29266","ENSMUSG00000087683","Gm11712"
"29267","ENSMUSG00000087684","1200007C13Rik"
"29268","ENSMUSG00000087685","1700122E12Rik"
"29269","ENSMUSG00000087687","Pet100"
"29270","ENSMUSG00000087688","Gm11300"
"29271","ENSMUSG00000087689","Gm15845"
"29272","ENSMUSG00000087690","Gm16031"
"29273","ENSMUSG00000087691","Cd55os"
"29274","ENSMUSG00000087692","Gm11940"
"29275","ENSMUSG00000087693","Gm16191"
"29276","ENSMUSG00000087694","Gjd2os"
"29277","ENSMUSG00000087695","Gm16291"
"29278","ENSMUSG00000087698","Gm13031"
"29279","ENSMUSG00000087700","Gm15283"
"29280","ENSMUSG00000087701","Gm13493"
"29281","ENSMUSG00000087702","Gm13575"
"29282","ENSMUSG00000087703","Gm15650"
"29283","ENSMUSG00000087704","Gm14978"
"29284","ENSMUSG00000087707","Gm22999"
"29285","ENSMUSG00000087708","Gm23000"
"29286","ENSMUSG00000087710",NA
"29287","ENSMUSG00000087712","Gm25828"
"29288","ENSMUSG00000087714","Gm25827"
"29289","ENSMUSG00000087715","Gm25826"
"29290","ENSMUSG00000087716",NA
"29291","ENSMUSG00000087717","Gm25824"
"29292","ENSMUSG00000087718","Gm22236"
"29293","ENSMUSG00000087719","Gm26464"
"29294","ENSMUSG00000087720","Gm26279"
"29295","ENSMUSG00000087721",NA
"29296","ENSMUSG00000087722","Gm26277"
"29297","ENSMUSG00000087723","Gm26278"
"29298","ENSMUSG00000087724","Gm26276"
"29299","ENSMUSG00000087726",NA
"29300","ENSMUSG00000087728",NA
"29301","ENSMUSG00000087730",NA
"29302","ENSMUSG00000087731",NA
"29303","ENSMUSG00000087732",NA
"29304","ENSMUSG00000087734","Gm24646"
"29305","ENSMUSG00000087736","Gm24648"
"29306","ENSMUSG00000087737",NA
"29307","ENSMUSG00000087739","Gm24644"
"29308","ENSMUSG00000087741",NA
"29309","ENSMUSG00000087742","Gm25152"
"29310","ENSMUSG00000087743",NA
"29311","ENSMUSG00000087744",NA
"29312","ENSMUSG00000087746","Gm25150"
"29313","ENSMUSG00000087747","Gm25151"
"29314","ENSMUSG00000087748",NA
"29315","ENSMUSG00000087750",NA
"29316","ENSMUSG00000087752","Gm23467"
"29317","ENSMUSG00000087754","Gm23470"
"29318","ENSMUSG00000087756",NA
"29319","ENSMUSG00000087758",NA
"29320","ENSMUSG00000087759",NA
"29321","ENSMUSG00000087760","Gm23980"
"29322","ENSMUSG00000087761","Gm23981"
"29323","ENSMUSG00000087764","Gm23984"
"29324","ENSMUSG00000087765","Gm23985"
"29325","ENSMUSG00000087766",NA
"29326","ENSMUSG00000087767",NA
"29327","ENSMUSG00000087768",NA
"29328","ENSMUSG00000087769","Gm23986"
"29329","ENSMUSG00000087772","Gm22319"
"29330","ENSMUSG00000087774",NA
"29331","ENSMUSG00000087775","Rprl2"
"29332","ENSMUSG00000087776","Gm22322"
"29333","ENSMUSG00000087777","Gm22321"
"29334","ENSMUSG00000087779",NA
"29335","ENSMUSG00000087780","Gm23167"
"29336","ENSMUSG00000087781","Gm23168"
"29337","ENSMUSG00000087782","Gm23169"
"29338","ENSMUSG00000087783",NA
"29339","ENSMUSG00000087784",NA
"29340","ENSMUSG00000087785",NA
"29341","ENSMUSG00000087786",NA
"29342","ENSMUSG00000087789",NA
"29343","ENSMUSG00000087790","Gm25970"
"29344","ENSMUSG00000087791",NA
"29345","ENSMUSG00000087792","Gm25968"
"29346","ENSMUSG00000087793","Gm25967"
"29347","ENSMUSG00000087794",NA
"29348","ENSMUSG00000087795","Gm25965"
"29349","ENSMUSG00000087796","Gm25964"
"29350","ENSMUSG00000087798",NA
"29351","ENSMUSG00000087799",NA
"29352","ENSMUSG00000087800","Gm25569"
"29353","ENSMUSG00000087801",NA
"29354","ENSMUSG00000087802","Gm25979"
"29355","ENSMUSG00000087804","Gm23434"
"29356","ENSMUSG00000087805","Gm27926"
"29357","ENSMUSG00000087806","Gm23432"
"29358","ENSMUSG00000087807",NA
"29359","ENSMUSG00000087808","Gm23435"
"29360","ENSMUSG00000087810","Gm25113"
"29361","ENSMUSG00000087812","Gm25115"
"29362","ENSMUSG00000087813","Gm22490"
"29363","ENSMUSG00000087815","Gm22491"
"29364","ENSMUSG00000087816","Gm25116"
"29365","ENSMUSG00000087817",NA
"29366","ENSMUSG00000087819","Gm25117"
"29367","ENSMUSG00000087820","Mir1928"
"29368","ENSMUSG00000087823","Gm22281"
"29369","ENSMUSG00000087825","Gm22279"
"29370","ENSMUSG00000087829",NA
"29371","ENSMUSG00000087830",NA
"29372","ENSMUSG00000087831","Gm23960"
"29373","ENSMUSG00000087832","Gm23958"
"29374","ENSMUSG00000087833",NA
"29375","ENSMUSG00000087834",NA
"29376","ENSMUSG00000087835","Gm24481"
"29377","ENSMUSG00000087836",NA
"29378","ENSMUSG00000087838",NA
"29379","ENSMUSG00000087839","Gm23955"
"29380","ENSMUSG00000087841","Gm25623"
"29381","ENSMUSG00000087842","Gm25622"
"29382","ENSMUSG00000087843",NA
"29383","ENSMUSG00000087844","Mir1958"
"29384","ENSMUSG00000087845",NA
"29385","ENSMUSG00000087846",NA
"29386","ENSMUSG00000087847","Gm25624"
"29387","ENSMUSG00000087848",NA
"29388","ENSMUSG00000087850","Gm22792"
"29389","ENSMUSG00000087852",NA
"29390","ENSMUSG00000087853",NA
"29391","ENSMUSG00000087854",NA
"29392","ENSMUSG00000087855","Mir432"
"29393","ENSMUSG00000087857","Gm22791"
"29394","ENSMUSG00000087858","Gm22795"
"29395","ENSMUSG00000087859",NA
"29396","ENSMUSG00000087860",NA
"29397","ENSMUSG00000087861","Gm24440"
"29398","ENSMUSG00000087862","Gm23048"
"29399","ENSMUSG00000087863",NA
"29400","ENSMUSG00000087867","Gm24443"
"29401","ENSMUSG00000087869",NA
"29402","ENSMUSG00000087870","Gm26100"
"29403","ENSMUSG00000087871","Gm26101"
"29404","ENSMUSG00000087872",NA
"29405","ENSMUSG00000087873","Gm26099"
"29406","ENSMUSG00000087875","Gm26104"
"29407","ENSMUSG00000087876",NA
"29408","ENSMUSG00000087877",NA
"29409","ENSMUSG00000087878","Gm26105"
"29410","ENSMUSG00000087879",NA
"29411","ENSMUSG00000087880","Gm23605"
"29412","ENSMUSG00000087881","Gm22442"
"29413","ENSMUSG00000087883","Gm23602"
"29414","ENSMUSG00000087884","Gm23601"
"29415","ENSMUSG00000087885",NA
"29416","ENSMUSG00000087886",NA
"29417","ENSMUSG00000087887","Gm23598"
"29418","ENSMUSG00000087890",NA
"29419","ENSMUSG00000087891",NA
"29420","ENSMUSG00000087892","Gm25278"
"29421","ENSMUSG00000087893","Gm23441"
"29422","ENSMUSG00000087894","Gm25280"
"29423","ENSMUSG00000087895",NA
"29424","ENSMUSG00000087896",NA
"29425","ENSMUSG00000087897","Gm25283"
"29426","ENSMUSG00000087898",NA
"29427","ENSMUSG00000087899","Mir1942"
"29428","ENSMUSG00000087902",NA
"29429","ENSMUSG00000087903","Gm22039"
"29430","ENSMUSG00000087904",NA
"29431","ENSMUSG00000087905",NA
"29432","ENSMUSG00000087908","Gm22034"
"29433","ENSMUSG00000087909",NA
"29434","ENSMUSG00000087910",NA
"29435","ENSMUSG00000087911",NA
"29436","ENSMUSG00000087912","Gm24916"
"29437","ENSMUSG00000087913",NA
"29438","ENSMUSG00000087914",NA
"29439","ENSMUSG00000087915",NA
"29440","ENSMUSG00000087916","Gm24912"
"29441","ENSMUSG00000087917","Gm24911"
"29442","ENSMUSG00000087919","Gm24908"
"29443","ENSMUSG00000087921",NA
"29444","ENSMUSG00000087922","Gm23229"
"29445","ENSMUSG00000087923","Gm23230"
"29446","ENSMUSG00000087924","Gm23231"
"29447","ENSMUSG00000087925",NA
"29448","ENSMUSG00000087926","Gm23233"
"29449","ENSMUSG00000087929","Gm23234"
"29450","ENSMUSG00000087930","Gm26048"
"29451","ENSMUSG00000087932","Mir1971"
"29452","ENSMUSG00000087933","Gm26047"
"29453","ENSMUSG00000087935","Snora81"
"29454","ENSMUSG00000087936","Gm23675"
"29455","ENSMUSG00000087937","Gm26046"
"29456","ENSMUSG00000087938","Gm26049"
"29457","ENSMUSG00000087939","Gm23676"
"29458","ENSMUSG00000087940","Gm24246"
"29459","ENSMUSG00000087941",NA
"29460","ENSMUSG00000087942","Gm24244"
"29461","ENSMUSG00000087943",NA
"29462","ENSMUSG00000087945",NA
"29463","ENSMUSG00000087946",NA
"29464","ENSMUSG00000087947","Gm24249"
"29465","ENSMUSG00000087949","Gm24251"
"29466","ENSMUSG00000087950","Mir1948"
"29467","ENSMUSG00000087951",NA
"29468","ENSMUSG00000087954","Gm22559"
"29469","ENSMUSG00000087956",NA
"29470","ENSMUSG00000087957",NA
"29471","ENSMUSG00000087958",NA
"29472","ENSMUSG00000087959",NA
"29473","ENSMUSG00000087960",NA
"29474","ENSMUSG00000087961",NA
"29475","ENSMUSG00000087963","Gm25394"
"29476","ENSMUSG00000087964","Gm25388"
"29477","ENSMUSG00000087965",NA
"29478","ENSMUSG00000087966","Gm25390"
"29479","ENSMUSG00000087967","Gm25391"
"29480","ENSMUSG00000087968","Gm25395"
"29481","ENSMUSG00000087973","Gm23716"
"29482","ENSMUSG00000087975",NA
"29483","ENSMUSG00000087979",NA
"29484","ENSMUSG00000087980","Gm22226"
"29485","ENSMUSG00000087981",NA
"29486","ENSMUSG00000087982",NA
"29487","ENSMUSG00000087983",NA
"29488","ENSMUSG00000087985","Gm22223"
"29489","ENSMUSG00000087987","Gm22221"
"29490","ENSMUSG00000087989",NA
"29491","ENSMUSG00000087990","Gm25058"
"29492","ENSMUSG00000087991",NA
"29493","ENSMUSG00000087992","Gm25059"
"29494","ENSMUSG00000087993","Mir1982"
"29495","ENSMUSG00000087994",NA
"29496","ENSMUSG00000087995","Gm25054"
"29497","ENSMUSG00000087997","Gm25056"
"29498","ENSMUSG00000087999",NA
"29499","ENSMUSG00000088000",NA
"29500","ENSMUSG00000088001","Gm22883"
"29501","ENSMUSG00000088002","Gm24775"
"29502","ENSMUSG00000088004",NA
"29503","ENSMUSG00000088005","Gm24787"
"29504","ENSMUSG00000088008","Gm25492"
"29505","ENSMUSG00000088009","Gm24774"
"29506","ENSMUSG00000088010",NA
"29507","ENSMUSG00000088014",NA
"29508","ENSMUSG00000088015","Mir1932"
"29509","ENSMUSG00000088016",NA
"29510","ENSMUSG00000088017",NA
"29511","ENSMUSG00000088018","Gm23390"
"29512","ENSMUSG00000088019","Gm23826"
"29513","ENSMUSG00000088020","Gm22762"
"29514","ENSMUSG00000088021","Gm22145"
"29515","ENSMUSG00000088022",NA
"29516","ENSMUSG00000088025","Rprl3"
"29517","ENSMUSG00000088026",NA
"29518","ENSMUSG00000088027","Gm22144"
"29519","ENSMUSG00000088028",NA
"29520","ENSMUSG00000088030",NA
"29521","ENSMUSG00000088031",NA
"29522","ENSMUSG00000088036",NA
"29523","ENSMUSG00000088037","Gm24992"
"29524","ENSMUSG00000088039","Gm24994"
"29525","ENSMUSG00000088040","Gm23329"
"29526","ENSMUSG00000088041","Gm25261"
"29527","ENSMUSG00000088043","Gm23328"
"29528","ENSMUSG00000088044","Gm23326"
"29529","ENSMUSG00000088045","Gm23327"
"29530","ENSMUSG00000088046","Gm23324"
"29531","ENSMUSG00000088047","Gm23325"
"29532","ENSMUSG00000088048","Gm23331"
"29533","ENSMUSG00000088049",NA
"29534","ENSMUSG00000088050","Gm54363"
"29535","ENSMUSG00000088051","Gm26150"
"29536","ENSMUSG00000088052",NA
"29537","ENSMUSG00000088054","Mir1968"
"29538","ENSMUSG00000088055","Gm26148"
"29539","ENSMUSG00000088056",NA
"29540","ENSMUSG00000088057",NA
"29541","ENSMUSG00000088058","Gm26153"
"29542","ENSMUSG00000088059",NA
"29543","ENSMUSG00000088060","Gm24475"
"29544","ENSMUSG00000088062",NA
"29545","ENSMUSG00000088063",NA
"29546","ENSMUSG00000088064",NA
"29547","ENSMUSG00000088066",NA
"29548","ENSMUSG00000088067",NA
"29549","ENSMUSG00000088068","Gm47290"
"29550","ENSMUSG00000088069",NA
"29551","ENSMUSG00000088070",NA
"29552","ENSMUSG00000088071","Gm22818"
"29553","ENSMUSG00000088073","Gm22817"
"29554","ENSMUSG00000088075",NA
"29555","ENSMUSG00000088076","Gm22815"
"29556","ENSMUSG00000088077",NA
"29557","ENSMUSG00000088083",NA
"29558","ENSMUSG00000088084","Gm25342"
"29559","ENSMUSG00000088085",NA
"29560","ENSMUSG00000088086",NA
"29561","ENSMUSG00000088088","Rmrp"
"29562","ENSMUSG00000088090",NA
"29563","ENSMUSG00000088091",NA
"29564","ENSMUSG00000088093","Gm22811"
"29565","ENSMUSG00000088094","Gm23670"
"29566","ENSMUSG00000088095","Gm23669"
"29567","ENSMUSG00000088096",NA
"29568","ENSMUSG00000088097",NA
"29569","ENSMUSG00000088098","Gm23674"
"29570","ENSMUSG00000088099",NA
"29571","ENSMUSG00000088102",NA
"29572","ENSMUSG00000088103","Gm23993"
"29573","ENSMUSG00000088104","Gm22380"
"29574","ENSMUSG00000088105","Gm22379"
"29575","ENSMUSG00000088106","Gm22378"
"29576","ENSMUSG00000088108","Snora47"
"29577","ENSMUSG00000088111","Gm24064"
"29578","ENSMUSG00000088112",NA
"29579","ENSMUSG00000088113","Mir1960"
"29580","ENSMUSG00000088114","Gm24061"
"29581","ENSMUSG00000088115",NA
"29582","ENSMUSG00000088116",NA
"29583","ENSMUSG00000088118",NA
"29584","ENSMUSG00000088119",NA
"29585","ENSMUSG00000088121","Gm25721"
"29586","ENSMUSG00000088122",NA
"29587","ENSMUSG00000088123",NA
"29588","ENSMUSG00000088124",NA
"29589","ENSMUSG00000088125","Gm26070"
"29590","ENSMUSG00000088126","Gm22870"
"29591","ENSMUSG00000088128",NA
"29592","ENSMUSG00000088132",NA
"29593","ENSMUSG00000088133",NA
"29594","ENSMUSG00000088134","Gm22310"
"29595","ENSMUSG00000088135","Gm22588"
"29596","ENSMUSG00000088136",NA
"29597","ENSMUSG00000088138",NA
"29598","ENSMUSG00000088139","Gm27343"
"29599","ENSMUSG00000088141","Mir1962"
"29600","ENSMUSG00000088143",NA
"29601","ENSMUSG00000088144",NA
"29602","ENSMUSG00000088145","Gm24719"
"29603","ENSMUSG00000088146","Gm24718"
"29604","ENSMUSG00000088147","Gm24717"
"29605","ENSMUSG00000088148","Mir1983"
"29606","ENSMUSG00000088149","Gm24716"
"29607","ENSMUSG00000088150",NA
"29608","ENSMUSG00000088151","Gm26347"
"29609","ENSMUSG00000088152","Gm25572"
"29610","ENSMUSG00000088153",NA
"29611","ENSMUSG00000088154","Gm25637"
"29612","ENSMUSG00000088155","Gm26349"
"29613","ENSMUSG00000088156",NA
"29614","ENSMUSG00000088157","Gm26351"
"29615","ENSMUSG00000088158",NA
"29616","ENSMUSG00000088159","Gm26345"
"29617","ENSMUSG00000088160","Gm23538"
"29618","ENSMUSG00000088161",NA
"29619","ENSMUSG00000088162",NA
"29620","ENSMUSG00000088164","Gm23534"
"29621","ENSMUSG00000088165",NA
"29622","ENSMUSG00000088166",NA
"29623","ENSMUSG00000088167","Gm23535"
"29624","ENSMUSG00000088168","Gm23540"
"29625","ENSMUSG00000088169","Gm22059"
"29626","ENSMUSG00000088170",NA
"29627","ENSMUSG00000088171",NA
"29628","ENSMUSG00000088172","Gm25217"
"29629","ENSMUSG00000088175","Gm23101"
"29630","ENSMUSG00000088176",NA
"29631","ENSMUSG00000088177",NA
"29632","ENSMUSG00000088179",NA
"29633","ENSMUSG00000088180","Gm22218"
"29634","ENSMUSG00000088181",NA
"29635","ENSMUSG00000088182",NA
"29636","ENSMUSG00000088183","Gm22215"
"29637","ENSMUSG00000088184",NA
"29638","ENSMUSG00000088185","Scarna2"
"29639","ENSMUSG00000088187",NA
"29640","ENSMUSG00000088188",NA
"29641","ENSMUSG00000088189",NA
"29642","ENSMUSG00000088191","Gm23903"
"29643","ENSMUSG00000088192","Gm23904"
"29644","ENSMUSG00000088193",NA
"29645","ENSMUSG00000088194",NA
"29646","ENSMUSG00000088195","Gm23901"
"29647","ENSMUSG00000088196","Gm23902"
"29648","ENSMUSG00000088197","Gm24138"
"29649","ENSMUSG00000088198","Gm23906"
"29650","ENSMUSG00000088200",NA
"29651","ENSMUSG00000088201","Gm23754"
"29652","ENSMUSG00000088203",NA
"29653","ENSMUSG00000088204",NA
"29654","ENSMUSG00000088205",NA
"29655","ENSMUSG00000088207",NA
"29656","ENSMUSG00000088208","Gm23751"
"29657","ENSMUSG00000088209",NA
"29658","ENSMUSG00000088210",NA
"29659","ENSMUSG00000088211",NA
"29660","ENSMUSG00000088212","Gm22082"
"29661","ENSMUSG00000088213",NA
"29662","ENSMUSG00000088216",NA
"29663","ENSMUSG00000088217","Gm22079"
"29664","ENSMUSG00000088218","Gm22078"
"29665","ENSMUSG00000088219",NA
"29666","ENSMUSG00000088220",NA
"29667","ENSMUSG00000088221",NA
"29668","ENSMUSG00000088222",NA
"29669","ENSMUSG00000088223",NA
"29670","ENSMUSG00000088224","Gm25406"
"29671","ENSMUSG00000088225","Gm22598"
"29672","ENSMUSG00000088226",NA
"29673","ENSMUSG00000088227","Gm22597"
"29674","ENSMUSG00000088228","Gm22603"
"29675","ENSMUSG00000088229",NA
"29676","ENSMUSG00000088230",NA
"29677","ENSMUSG00000088231",NA
"29678","ENSMUSG00000088232","Gm25429"
"29679","ENSMUSG00000088233",NA
"29680","ENSMUSG00000088234",NA
"29681","ENSMUSG00000088236","Gm25425"
"29682","ENSMUSG00000088237",NA
"29683","ENSMUSG00000088239",NA
"29684","ENSMUSG00000088240","Gm22915"
"29685","ENSMUSG00000088241","Gm22916"
"29686","ENSMUSG00000088242","Gm25913"
"29687","ENSMUSG00000088243",NA
"29688","ENSMUSG00000088244","Gm25909"
"29689","ENSMUSG00000088245","Gm25910"
"29690","ENSMUSG00000088246",NA
"29691","ENSMUSG00000088248","Mir1969"
"29692","ENSMUSG00000088249",NA
"29693","ENSMUSG00000088250",NA
"29694","ENSMUSG00000088252","Snord13"
"29695","ENSMUSG00000088253","Gm24285"
"29696","ENSMUSG00000088254","Gm24289"
"29697","ENSMUSG00000088255","Gm24288"
"29698","ENSMUSG00000088257","Gm24286"
"29699","ENSMUSG00000088258","Gm24291"
"29700","ENSMUSG00000088259",NA
"29701","ENSMUSG00000088260","Gm24780"
"29702","ENSMUSG00000088261","Gm24781"
"29703","ENSMUSG00000088264",NA
"29704","ENSMUSG00000088265","Gm24784"
"29705","ENSMUSG00000088266","Gm24782"
"29706","ENSMUSG00000088268",NA
"29707","ENSMUSG00000088269",NA
"29708","ENSMUSG00000088270",NA
"29709","ENSMUSG00000088273","Gm23123"
"29710","ENSMUSG00000088275","Gm23124"
"29711","ENSMUSG00000088276","Gm23125"
"29712","ENSMUSG00000088278",NA
"29713","ENSMUSG00000088279",NA
"29714","ENSMUSG00000088280",NA
"29715","ENSMUSG00000088281","Gm23585"
"29716","ENSMUSG00000088282","Gm23586"
"29717","ENSMUSG00000088283",NA
"29718","ENSMUSG00000088284",NA
"29719","ENSMUSG00000088285",NA
"29720","ENSMUSG00000088286",NA
"29721","ENSMUSG00000088288",NA
"29722","ENSMUSG00000088291",NA
"29723","ENSMUSG00000088293","Gm26411"
"29724","ENSMUSG00000088294",NA
"29725","ENSMUSG00000088295",NA
"29726","ENSMUSG00000088296","Gm26409"
"29727","ENSMUSG00000088297","Gm26408"
"29728","ENSMUSG00000088298",NA
"29729","ENSMUSG00000088299",NA
"29730","ENSMUSG00000088301",NA
"29731","ENSMUSG00000088302",NA
"29732","ENSMUSG00000088303","Gm23382"
"29733","ENSMUSG00000088304","Gm24504"
"29734","ENSMUSG00000088307","Gm24505"
"29735","ENSMUSG00000088308","Gm24507"
"29736","ENSMUSG00000088310","Gm26183"
"29737","ENSMUSG00000088311","Gm26184"
"29738","ENSMUSG00000088312","Gm26181"
"29739","ENSMUSG00000088313","Gm26182"
"29740","ENSMUSG00000088314",NA
"29741","ENSMUSG00000088317",NA
"29742","ENSMUSG00000088318","Gm26187"
"29743","ENSMUSG00000088320","Gm25665"
"29744","ENSMUSG00000088322",NA
"29745","ENSMUSG00000088323","Gm25663"
"29746","ENSMUSG00000088324",NA
"29747","ENSMUSG00000088325","Gm25668"
"29748","ENSMUSG00000088326",NA
"29749","ENSMUSG00000088327",NA
"29750","ENSMUSG00000088329","Gm25661"
"29751","ENSMUSG00000088331",NA
"29752","ENSMUSG00000088332","Gm22847"
"29753","ENSMUSG00000088333","Gm27396"
"29754","ENSMUSG00000088334",NA
"29755","ENSMUSG00000088335",NA
"29756","ENSMUSG00000088337","Gm22845"
"29757","ENSMUSG00000088338",NA
"29758","ENSMUSG00000088339","Gm22850"
"29759","ENSMUSG00000088340",NA
"29760","ENSMUSG00000088342",NA
"29761","ENSMUSG00000088343","Gm22339"
"29762","ENSMUSG00000088344","Gm22336"
"29763","ENSMUSG00000088346","Gm22337"
"29764","ENSMUSG00000088348",NA
"29765","ENSMUSG00000088349","Gm22335"
"29766","ENSMUSG00000088350",NA
"29767","ENSMUSG00000088351","Gm24016"
"29768","ENSMUSG00000088352","Gm24013"
"29769","ENSMUSG00000088353",NA
"29770","ENSMUSG00000088354",NA
"29771","ENSMUSG00000088356",NA
"29772","ENSMUSG00000088357",NA
"29773","ENSMUSG00000088358","Gm24008"
"29774","ENSMUSG00000088359",NA
"29775","ENSMUSG00000088360",NA
"29776","ENSMUSG00000088361",NA
"29777","ENSMUSG00000088362","Gm23498"
"29778","ENSMUSG00000088363","Gm23497"
"29779","ENSMUSG00000088364","Gm28020"
"29780","ENSMUSG00000088365",NA
"29781","ENSMUSG00000088366",NA
"29782","ENSMUSG00000088367",NA
"29783","ENSMUSG00000088368",NA
"29784","ENSMUSG00000088369",NA
"29785","ENSMUSG00000088370","Gm22880"
"29786","ENSMUSG00000088371",NA
"29787","ENSMUSG00000088372","Gm22881"
"29788","ENSMUSG00000088373","Mir1956"
"29789","ENSMUSG00000088374","Gm22882"
"29790","ENSMUSG00000088377","Gm25183"
"29791","ENSMUSG00000088378","Gm25184"
"29792","ENSMUSG00000088379","Gm25185"
"29793","ENSMUSG00000088380","Gm24686"
