"","ensembl_gene_id","external_gene_name"
"29794","ENSMUSG00000088383","Gm24687"
"29795","ENSMUSG00000088384",NA
"29796","ENSMUSG00000088385",NA
"29797","ENSMUSG00000088386",NA
"29798","ENSMUSG00000088387","Gm24691"
"29799","ENSMUSG00000088389",NA
"29800","ENSMUSG00000088391","Gm26310"
"29801","ENSMUSG00000088392","Gm26307"
"29802","ENSMUSG00000088393",NA
"29803","ENSMUSG00000088394","Gm26312"
"29804","ENSMUSG00000088395",NA
"29805","ENSMUSG00000088397",NA
"29806","ENSMUSG00000088398","Gm26306"
"29807","ENSMUSG00000088400",NA
"29808","ENSMUSG00000088402","Gm25887"
"29809","ENSMUSG00000088403",NA
"29810","ENSMUSG00000088404",NA
"29811","ENSMUSG00000088405","Gm25886"
"29812","ENSMUSG00000088406",NA
"29813","ENSMUSG00000088407","Gm25884"
"29814","ENSMUSG00000088408","Gm25881"
"29815","ENSMUSG00000088409",NA
"29816","ENSMUSG00000088410","Gm24240"
"29817","ENSMUSG00000088412","Gm24241"
"29818","ENSMUSG00000088414","Mir1967"
"29819","ENSMUSG00000088415",NA
"29820","ENSMUSG00000088416",NA
"29821","ENSMUSG00000088417",NA
"29822","ENSMUSG00000088418","Gm26162"
"29823","ENSMUSG00000088419","Gm24236"
"29824","ENSMUSG00000088420","Gm22551"
"29825","ENSMUSG00000088421",NA
"29826","ENSMUSG00000088422",NA
"29827","ENSMUSG00000088423","Gm22554"
"29828","ENSMUSG00000088425","Gm24422"
"29829","ENSMUSG00000088426",NA
"29830","ENSMUSG00000088428",NA
"29831","ENSMUSG00000088429","Gm22557"
"29832","ENSMUSG00000088432","Gm25384"
"29833","ENSMUSG00000088433",NA
"29834","ENSMUSG00000088435","Gm25383"
"29835","ENSMUSG00000088436",NA
"29836","ENSMUSG00000088437","Gm24198"
"29837","ENSMUSG00000088438",NA
"29838","ENSMUSG00000088439",NA
"29839","ENSMUSG00000088440","Gm23555"
"29840","ENSMUSG00000088441","Gm25599"
"29841","ENSMUSG00000088442",NA
"29842","ENSMUSG00000088443","Gm23554"
"29843","ENSMUSG00000088444","Gm22187"
"29844","ENSMUSG00000088445","Gm23557"
"29845","ENSMUSG00000088446",NA
"29846","ENSMUSG00000088447","Gm22186"
"29847","ENSMUSG00000088448",NA
"29848","ENSMUSG00000088449",NA
"29849","ENSMUSG00000088450","Gm26369"
"29850","ENSMUSG00000088451","Gm26368"
"29851","ENSMUSG00000088453",NA
"29852","ENSMUSG00000088454","Gm26371"
"29853","ENSMUSG00000088456",NA
"29854","ENSMUSG00000088458","Gm26373"
"29855","ENSMUSG00000088459","Mir1941"
"29856","ENSMUSG00000088460",NA
"29857","ENSMUSG00000088461",NA
"29858","ENSMUSG00000088463",NA
"29859","ENSMUSG00000088464","Mir1970"
"29860","ENSMUSG00000088465","Gm24745"
"29861","ENSMUSG00000088468","Gm24750"
"29862","ENSMUSG00000088469","Gm24751"
"29863","ENSMUSG00000088470",NA
"29864","ENSMUSG00000088471","Gm23080"
"29865","ENSMUSG00000088472","Gm23079"
"29866","ENSMUSG00000088473",NA
"29867","ENSMUSG00000088474",NA
"29868","ENSMUSG00000088475",NA
"29869","ENSMUSG00000088476","Gm23083"
"29870","ENSMUSG00000088477","Gm23082"
"29871","ENSMUSG00000088478","Mir1946b"
"29872","ENSMUSG00000088479","Gm23077"
"29873","ENSMUSG00000088480",NA
"29874","ENSMUSG00000088481","Gm23644"
"29875","ENSMUSG00000088482","Gm23641"
"29876","ENSMUSG00000088483",NA
"29877","ENSMUSG00000088484","Gm23592"
"29878","ENSMUSG00000088485",NA
"29879","ENSMUSG00000088487",NA
"29880","ENSMUSG00000088490","Gm24400"
"29881","ENSMUSG00000088491","Mir1953"
"29882","ENSMUSG00000088493","Gm24401"
"29883","ENSMUSG00000088494","Gm24399"
"29884","ENSMUSG00000088495","Gm24398"
"29885","ENSMUSG00000088497",NA
"29886","ENSMUSG00000088498",NA
"29887","ENSMUSG00000088499","Gm22654"
"29888","ENSMUSG00000088500",NA
"29889","ENSMUSG00000088501","Gm22788"
"29890","ENSMUSG00000088502",NA
"29891","ENSMUSG00000088504","Gm26490"
"29892","ENSMUSG00000088505","Gm26489"
"29893","ENSMUSG00000088506","Gm24409"
"29894","ENSMUSG00000088509","Gm22789"
"29895","ENSMUSG00000088510","Gm23036"
"29896","ENSMUSG00000088511","Gm24435"
"29897","ENSMUSG00000088512","Gm24467"
"29898","ENSMUSG00000088514",NA
"29899","ENSMUSG00000088515","Gm23043"
"29900","ENSMUSG00000088516","Gm23044"
"29901","ENSMUSG00000088517","Gm24437"
"29902","ENSMUSG00000088518",NA
"29903","ENSMUSG00000088519",NA
"29904","ENSMUSG00000088521","Gm26088"
"29905","ENSMUSG00000088522",NA
"29906","ENSMUSG00000088523",NA
"29907","ENSMUSG00000088524","Snord2"
"29908","ENSMUSG00000088525","Gm26085"
"29909","ENSMUSG00000088526","Gm26087"
"29910","ENSMUSG00000088527",NA
"29911","ENSMUSG00000088528","Gm26084"
"29912","ENSMUSG00000088529",NA
"29913","ENSMUSG00000088530","Gm23280"
"29914","ENSMUSG00000088532",NA
"29915","ENSMUSG00000088533","Gm24998"
"29916","ENSMUSG00000088535",NA
"29917","ENSMUSG00000088536","Gm23278"
"29918","ENSMUSG00000088537",NA
"29919","ENSMUSG00000088538","Gm23276"
"29920","ENSMUSG00000088539","Gm23277"
"29921","ENSMUSG00000088541","Gm24963"
"29922","ENSMUSG00000088542",NA
"29923","ENSMUSG00000088543",NA
"29924","ENSMUSG00000088544","Mir1945"
"29925","ENSMUSG00000088545","Gm25982"
"29926","ENSMUSG00000088546",NA
"29927","ENSMUSG00000088547","Gm24965"
"29928","ENSMUSG00000088548",NA
"29929","ENSMUSG00000088549",NA
"29930","ENSMUSG00000088550","Gm22099"
"29931","ENSMUSG00000088551","Gm22100"
"29932","ENSMUSG00000088552","Mir1957a"
"29933","ENSMUSG00000088553",NA
"29934","ENSMUSG00000088554",NA
"29935","ENSMUSG00000088555",NA
"29936","ENSMUSG00000088558","Gm22506"
"29937","ENSMUSG00000088559","Mir1981"
"29938","ENSMUSG00000088562",NA
"29939","ENSMUSG00000088563","Gm23779"
"29940","ENSMUSG00000088564",NA
"29941","ENSMUSG00000088565",NA
"29942","ENSMUSG00000088566",NA
"29943","ENSMUSG00000088570",NA
"29944","ENSMUSG00000088571",NA
"29945","ENSMUSG00000088572",NA
"29946","ENSMUSG00000088573",NA
"29947","ENSMUSG00000088574",NA
"29948","ENSMUSG00000088575","Gm24537"
"29949","ENSMUSG00000088576",NA
"29950","ENSMUSG00000088577","Gm25456"
"29951","ENSMUSG00000088578","Gm25459"
"29952","ENSMUSG00000088579","Gm25460"
"29953","ENSMUSG00000088580",NA
"29954","ENSMUSG00000088581",NA
"29955","ENSMUSG00000088582","Gm22966"
"29956","ENSMUSG00000088583","Gm22965"
"29957","ENSMUSG00000088585",NA
"29958","ENSMUSG00000088587",NA
"29959","ENSMUSG00000088589",NA
"29960","ENSMUSG00000088591",NA
"29961","ENSMUSG00000088594","Gm23965"
"29962","ENSMUSG00000088595",NA
"29963","ENSMUSG00000088596",NA
"29964","ENSMUSG00000088597",NA
"29965","ENSMUSG00000088598",NA
"29966","ENSMUSG00000088600",NA
"29967","ENSMUSG00000088601",NA
"29968","ENSMUSG00000088602",NA
"29969","ENSMUSG00000088603","Gm24192"
"29970","ENSMUSG00000088605",NA
"29971","ENSMUSG00000088606","Mir1951"
"29972","ENSMUSG00000088608",NA
"29973","ENSMUSG00000088609",NA
"29974","ENSMUSG00000088611",NA
"29975","ENSMUSG00000088614",NA
"29976","ENSMUSG00000088615",NA
"29977","ENSMUSG00000088616","Gm26000"
"29978","ENSMUSG00000088617",NA
"29979","ENSMUSG00000088618",NA
"29980","ENSMUSG00000088620","Gm23032"
"29981","ENSMUSG00000088621","Gm23033"
"29982","ENSMUSG00000088622","Gm23316"
"29983","ENSMUSG00000088623","Gm23031"
"29984","ENSMUSG00000088624",NA
"29985","ENSMUSG00000088625","Gm23318"
"29986","ENSMUSG00000088626","Gm23034"
"29987","ENSMUSG00000088627","Gm23035"
"29988","ENSMUSG00000088628","Gm23315"
"29989","ENSMUSG00000088629",NA
"29990","ENSMUSG00000088630","Gm22312"
"29991","ENSMUSG00000088631",NA
"29992","ENSMUSG00000088632",NA
"29993","ENSMUSG00000088633","Gm22313"
"29994","ENSMUSG00000088634","Gm24958"
"29995","ENSMUSG00000088635","Gm22315"
"29996","ENSMUSG00000088637",NA
"29997","ENSMUSG00000088638","Gm25846"
"29998","ENSMUSG00000088639","Mir1955"
"29999","ENSMUSG00000088640","Gm26482"
"30000","ENSMUSG00000088641",NA
"30001","ENSMUSG00000088643",NA
"30002","ENSMUSG00000088644","Gm26485"
"30003","ENSMUSG00000088646",NA
"30004","ENSMUSG00000088647","Gm26487"
"30005","ENSMUSG00000088649","Gm26262"
"30006","ENSMUSG00000088650",NA
"30007","ENSMUSG00000088651","Gm24853"
"30008","ENSMUSG00000088653","Gm24851"
"30009","ENSMUSG00000088654","Gm24850"
"30010","ENSMUSG00000088656","Gm24848"
"30011","ENSMUSG00000088657",NA
"30012","ENSMUSG00000088658","Gm24846"
"30013","ENSMUSG00000088659",NA
"30014","ENSMUSG00000088660",NA
"30015","ENSMUSG00000088661",NA
"30016","ENSMUSG00000088663",NA
"30017","ENSMUSG00000088666",NA
"30018","ENSMUSG00000088668","Gm25335"
"30019","ENSMUSG00000088669","Gm25336"
"30020","ENSMUSG00000088670",NA
"30021","ENSMUSG00000088671",NA
"30022","ENSMUSG00000088672","Gm23664"
"30023","ENSMUSG00000088674",NA
"30024","ENSMUSG00000088675","Rprl1"
"30025","ENSMUSG00000088677",NA
"30026","ENSMUSG00000088678","Gm23666"
"30027","ENSMUSG00000088679","Gm23665"
"30028","ENSMUSG00000088680",NA
"30029","ENSMUSG00000088682",NA
"30030","ENSMUSG00000088683",NA
"30031","ENSMUSG00000088684","Gm23994"
"30032","ENSMUSG00000088685","Gm23995"
"30033","ENSMUSG00000088686",NA
"30034","ENSMUSG00000088687","Gm23996"
"30035","ENSMUSG00000088688","Gm24000"
"30036","ENSMUSG00000088689","Scarna17"
"30037","ENSMUSG00000088691","Gm22331"
"30038","ENSMUSG00000088692","Gm23838"
"30039","ENSMUSG00000088693","Gm22330"
"30040","ENSMUSG00000088695","Gm22334"
"30041","ENSMUSG00000088696","Gm22333"
"30042","ENSMUSG00000088697","Gm22332"
"30043","ENSMUSG00000088699",NA
"30044","ENSMUSG00000088700",NA
"30045","ENSMUSG00000088701",NA
"30046","ENSMUSG00000088702",NA
"30047","ENSMUSG00000088703",NA
"30048","ENSMUSG00000088704","Gm25550"
"30049","ENSMUSG00000088705","Gm25549"
"30050","ENSMUSG00000088706","Gm25552"
"30051","ENSMUSG00000088707",NA
"30052","ENSMUSG00000088708","Gm25558"
"30053","ENSMUSG00000088709",NA
"30054","ENSMUSG00000088710",NA
"30055","ENSMUSG00000088711",NA
"30056","ENSMUSG00000088712","Gm22728"
"30057","ENSMUSG00000088713",NA
"30058","ENSMUSG00000088714",NA
"30059","ENSMUSG00000088715","Gm22727"
"30060","ENSMUSG00000088716","Gm22724"
"30061","ENSMUSG00000088717","Gm22725"
"30062","ENSMUSG00000088718","Gm22732"
"30063","ENSMUSG00000088719","Gm22733"
"30064","ENSMUSG00000088721","Gm22212"
"30065","ENSMUSG00000088722",NA
"30066","ENSMUSG00000088726","Gm22210"
"30067","ENSMUSG00000088730","Gm23892"
"30068","ENSMUSG00000088731",NA
"30069","ENSMUSG00000088732",NA
"30070","ENSMUSG00000088733","Gm23895"
"30071","ENSMUSG00000088734","Gm23896"
"30072","ENSMUSG00000088735","Gm23897"
"30073","ENSMUSG00000088736",NA
"30074","ENSMUSG00000088737",NA
"30075","ENSMUSG00000088738","Gm55858"
"30076","ENSMUSG00000088739","Gm23891"
"30077","ENSMUSG00000088740","Gm23220"
"30078","ENSMUSG00000088742",NA
"30079","ENSMUSG00000088743",NA
"30080","ENSMUSG00000088744","Gm23223"
"30081","ENSMUSG00000088746","Gm23225"
"30082","ENSMUSG00000088747",NA
"30083","ENSMUSG00000088748","Gm23219"
"30084","ENSMUSG00000088749",NA
"30085","ENSMUSG00000088750","Gm24901"
"30086","ENSMUSG00000088751","Gm24902"
"30087","ENSMUSG00000088752","Mir1934"
"30088","ENSMUSG00000088753",NA
"30089","ENSMUSG00000088754","Gm24905"
"30090","ENSMUSG00000088756","Gm24903"
"30091","ENSMUSG00000088758",NA
"30092","ENSMUSG00000088760","Gm24393"
"30093","ENSMUSG00000088761","Gm24392"
"30094","ENSMUSG00000088763",NA
"30095","ENSMUSG00000088764","Gm24395"
"30096","ENSMUSG00000088766","Gm24394"
"30097","ENSMUSG00000088767",NA
"30098","ENSMUSG00000088768","Gm25494"
"30099","ENSMUSG00000088769",NA
"30100","ENSMUSG00000088772","Gm26040"
"30101","ENSMUSG00000088773",NA
"30102","ENSMUSG00000088774","Gm26036"
"30103","ENSMUSG00000088775",NA
"30104","ENSMUSG00000088776","Gm26038"
"30105","ENSMUSG00000088777",NA
"30106","ENSMUSG00000088779",NA
"30107","ENSMUSG00000088781","Gm25373"
"30108","ENSMUSG00000088782","Gm25375"
"30109","ENSMUSG00000088783",NA
"30110","ENSMUSG00000088784","Gm25370"
"30111","ENSMUSG00000088786",NA
"30112","ENSMUSG00000088787",NA
"30113","ENSMUSG00000088789",NA
"30114","ENSMUSG00000088790",NA
"30115","ENSMUSG00000088791","Gm22542"
"30116","ENSMUSG00000088792","Gm22539"
"30117","ENSMUSG00000088793","Gm22540"
"30118","ENSMUSG00000088794",NA
"30119","ENSMUSG00000088796","Gm22536"
"30120","ENSMUSG00000088797",NA
"30121","ENSMUSG00000088798","Gm22534"
"30122","ENSMUSG00000088799",NA
"30123","ENSMUSG00000088800","Gm24075"
"30124","ENSMUSG00000088802",NA
"30125","ENSMUSG00000088803",NA
"30126","ENSMUSG00000088804",NA
"30127","ENSMUSG00000088808",NA
"30128","ENSMUSG00000088809",NA
"30129","ENSMUSG00000088810","Gm22382"
"30130","ENSMUSG00000088811","Gm22381"
"30131","ENSMUSG00000088812",NA
"30132","ENSMUSG00000088813",NA
"30133","ENSMUSG00000088814",NA
"30134","ENSMUSG00000088816","Gm22387"
"30135","ENSMUSG00000088817","Gm22386"
"30136","ENSMUSG00000088818",NA
"30137","ENSMUSG00000088819",NA
"30138","ENSMUSG00000088820","Gm25224"
"30139","ENSMUSG00000088822",NA
"30140","ENSMUSG00000088823","Gm25226"
"30141","ENSMUSG00000088824","Gm25222"
"30142","ENSMUSG00000088825",NA
"30143","ENSMUSG00000088829","Gm25227"
"30144","ENSMUSG00000088830","Gm23545"
"30145","ENSMUSG00000088832",NA
"30146","ENSMUSG00000088833",NA
"30147","ENSMUSG00000088835","Gm23547"
"30148","ENSMUSG00000088836","Gm23546"
"30149","ENSMUSG00000088839","Gm27510"
"30150","ENSMUSG00000088840","Gm26358"
"30151","ENSMUSG00000088842",NA
"30152","ENSMUSG00000088843","Gm26357"
"30153","ENSMUSG00000088845",NA
"30154","ENSMUSG00000088846","Gm26354"
"30155","ENSMUSG00000088848","Gm26352"
"30156","ENSMUSG00000088849",NA
"30157","ENSMUSG00000088850","Gm24729"
"30158","ENSMUSG00000088851","Gm24728"
"30159","ENSMUSG00000088852","Gm24731"
"30160","ENSMUSG00000088853","Gm24730"
"30161","ENSMUSG00000088854","Gm24725"
"30162","ENSMUSG00000088855",NA
"30163","ENSMUSG00000088856",NA
"30164","ENSMUSG00000088857","Gm24726"
"30165","ENSMUSG00000088858","Gm24723"
"30166","ENSMUSG00000088860","Mir1947"
"30167","ENSMUSG00000088861",NA
"30168","ENSMUSG00000088862",NA
"30169","ENSMUSG00000088863","Gm23067"
"30170","ENSMUSG00000088864",NA
"30171","ENSMUSG00000088865",NA
"30172","ENSMUSG00000088867",NA
"30173","ENSMUSG00000088868","Gm23072"
"30174","ENSMUSG00000088870","Gm25866"
"30175","ENSMUSG00000088872",NA
"30176","ENSMUSG00000088873",NA
"30177","ENSMUSG00000088874","Gm25863"
"30178","ENSMUSG00000088875","Gm25862"
"30179","ENSMUSG00000088876","Gm25861"
"30180","ENSMUSG00000088877","Gm25860"
"30181","ENSMUSG00000088878",NA
"30182","ENSMUSG00000088879","Gm25867"
"30183","ENSMUSG00000088880",NA
"30184","ENSMUSG00000088883","Gm24212"
"30185","ENSMUSG00000088884","Gm24216"
"30186","ENSMUSG00000088885",NA
"30187","ENSMUSG00000088888","Gm24210"
"30188","ENSMUSG00000088889","Gm24211"
"30189","ENSMUSG00000088890",NA
"30190","ENSMUSG00000088891","Gm22516"
"30191","ENSMUSG00000088892",NA
"30192","ENSMUSG00000088894","Gm22520"
"30193","ENSMUSG00000088895","Gm22519"
"30194","ENSMUSG00000088896","Gm22522"
"30195","ENSMUSG00000088897","Gm22521"
"30196","ENSMUSG00000088898",NA
"30197","ENSMUSG00000088900","Gm25436"
"30198","ENSMUSG00000088901","Mir1943"
"30199","ENSMUSG00000088902",NA
"30200","ENSMUSG00000088903","Gm25434"
"30201","ENSMUSG00000088904",NA
"30202","ENSMUSG00000088905","Gm25439"
"30203","ENSMUSG00000088906","Gm25438"
"30204","ENSMUSG00000088907","Gm25437"
"30205","ENSMUSG00000088908",NA
"30206","ENSMUSG00000088909",NA
"30207","ENSMUSG00000088910",NA
"30208","ENSMUSG00000088911","Gm22609"
"30209","ENSMUSG00000088913",NA
"30210","ENSMUSG00000088914","Gm22605"
"30211","ENSMUSG00000088915","Gm22606"
"30212","ENSMUSG00000088916",NA
"30213","ENSMUSG00000088918",NA
"30214","ENSMUSG00000088920",NA
"30215","ENSMUSG00000088922","Gm24296"
"30216","ENSMUSG00000088923","Gm24295"
"30217","ENSMUSG00000088924","Gm24298"
"30218","ENSMUSG00000088925",NA
"30219","ENSMUSG00000088926",NA
"30220","ENSMUSG00000088928","Gm25898"
"30221","ENSMUSG00000088929","Gm24299"
"30222","ENSMUSG00000088930","Gm25921"
"30223","ENSMUSG00000088932",NA
"30224","ENSMUSG00000088933",NA
"30225","ENSMUSG00000088935","Gm25924"
"30226","ENSMUSG00000088937",NA
"30227","ENSMUSG00000088938",NA
"30228","ENSMUSG00000088939",NA
"30229","ENSMUSG00000088940",NA
"30230","ENSMUSG00000088941",NA
"30231","ENSMUSG00000088942","Gm23260"
"30232","ENSMUSG00000088943",NA
"30233","ENSMUSG00000088944","Gm23258"
"30234","ENSMUSG00000088947",NA
"30235","ENSMUSG00000088948","Gm23262"
"30236","ENSMUSG00000088949",NA
"30237","ENSMUSG00000088950",NA
"30238","ENSMUSG00000088951","Gm24940"
"30239","ENSMUSG00000088953","Gm24942"
"30240","ENSMUSG00000088954","Gm24943"
"30241","ENSMUSG00000088955",NA
"30242","ENSMUSG00000088956",NA
"30243","ENSMUSG00000088957",NA
"30244","ENSMUSG00000088958","Scarna8"
"30245","ENSMUSG00000088959","Gm24947"
"30246","ENSMUSG00000088960","Gm22090"
"30247","ENSMUSG00000088961","Gm22089"
"30248","ENSMUSG00000088964","Gm22087"
"30249","ENSMUSG00000088966",NA
"30250","ENSMUSG00000088969","Gm22085"
"30251","ENSMUSG00000088970","Rnu7-ps3"
"30252","ENSMUSG00000088971",NA
"30253","ENSMUSG00000088972",NA
"30254","ENSMUSG00000088973",NA
"30255","ENSMUSG00000088975","Gm23760"
"30256","ENSMUSG00000088976",NA
"30257","ENSMUSG00000088978",NA
"30258","ENSMUSG00000088979","Gm23758"
"30259","ENSMUSG00000088980","Mir669m-2"
"30260","ENSMUSG00000088981",NA
"30261","ENSMUSG00000088982","Gm25600"
"30262","ENSMUSG00000088983","Mir1952"
"30263","ENSMUSG00000088984","Gm25604"
"30264","ENSMUSG00000088985","Mir1946a"
"30265","ENSMUSG00000088986",NA
"30266","ENSMUSG00000088987","Gm25602"
"30267","ENSMUSG00000088988",NA
"30268","ENSMUSG00000088989",NA
"30269","ENSMUSG00000088990","Gm22767"
"30270","ENSMUSG00000088991",NA
"30271","ENSMUSG00000088992","Gm22769"
"30272","ENSMUSG00000088993",NA
"30273","ENSMUSG00000088994",NA
"30274","ENSMUSG00000088995","Gm22764"
"30275","ENSMUSG00000088996",NA
"30276","ENSMUSG00000088997","Gm22766"
"30277","ENSMUSG00000088999","Gm22763"
"30278","ENSMUSG00000089000",NA
"30279","ENSMUSG00000089001","Gm23852"
"30280","ENSMUSG00000089002","Gm23855"
"30281","ENSMUSG00000089003",NA
"30282","ENSMUSG00000089004",NA
"30283","ENSMUSG00000089005","Gm23856"
"30284","ENSMUSG00000089007","Gm23877"
"30285","ENSMUSG00000089008","Gm23859"
"30286","ENSMUSG00000089009","Gm23858"
"30287","ENSMUSG00000089011","Gm24879"
"30288","ENSMUSG00000089014","Gm25520"
"30289","ENSMUSG00000089015",NA
"30290","ENSMUSG00000089016",NA
"30291","ENSMUSG00000089017","Gm25519"
"30292","ENSMUSG00000089018","Gm25521"
"30293","ENSMUSG00000089019","Gm25522"
"30294","ENSMUSG00000089021",NA
"30295","ENSMUSG00000089023",NA
"30296","ENSMUSG00000089024","Gm25016"
"30297","ENSMUSG00000089025","Gm25015"
"30298","ENSMUSG00000089026","Gm25014"
"30299","ENSMUSG00000089027","Gm25013"
"30300","ENSMUSG00000089028","Gm25010"
"30301","ENSMUSG00000089029","Gm25009"
"30302","ENSMUSG00000089030",NA
"30303","ENSMUSG00000089033","Gm22163"
"30304","ENSMUSG00000089034","Gm22156"
"30305","ENSMUSG00000089035","Gm22157"
"30306","ENSMUSG00000089036","Gm22158"
"30307","ENSMUSG00000089037","Gm22159"
"30308","ENSMUSG00000089038",NA
"30309","ENSMUSG00000089039","Gm22165"
"30310","ENSMUSG00000089040","Gm26174"
"30311","ENSMUSG00000089041",NA
"30312","ENSMUSG00000089043",NA
"30313","ENSMUSG00000089044",NA
"30314","ENSMUSG00000089045","Gm26169"
"30315","ENSMUSG00000089046","Gm26172"
"30316","ENSMUSG00000089047",NA
"30317","ENSMUSG00000089048",NA
"30318","ENSMUSG00000089049",NA
"30319","ENSMUSG00000089050",NA
"30320","ENSMUSG00000089051","Gm23354"
"30321","ENSMUSG00000089052","Gm23351"
"30322","ENSMUSG00000089053","Gm23352"
"30323","ENSMUSG00000089054","Gm23350"
"30324","ENSMUSG00000089055","Gm22675"
"30325","ENSMUSG00000089057","Gm23349"
"30326","ENSMUSG00000089060","Gm22361"
"30327","ENSMUSG00000089061",NA
"30328","ENSMUSG00000089062",NA
"30329","ENSMUSG00000089065",NA
"30330","ENSMUSG00000089066","Gm22836"
"30331","ENSMUSG00000089068","Gm22841"
"30332","ENSMUSG00000089069","Gm22840"
"30333","ENSMUSG00000089070",NA
"30334","ENSMUSG00000089071","Gm24499"
"30335","ENSMUSG00000089072",NA
"30336","ENSMUSG00000089073",NA
"30337","ENSMUSG00000089074","Gm23817"
"30338","ENSMUSG00000089075",NA
"30339","ENSMUSG00000089077",NA
"30340","ENSMUSG00000089078","Gm24502"
"30341","ENSMUSG00000089079","Gm24503"
"30342","ENSMUSG00000089080","Gm24003"
"30343","ENSMUSG00000089081","Gm24002"
"30344","ENSMUSG00000089082",NA
"30345","ENSMUSG00000089083","Rnu7"
"30346","ENSMUSG00000089084",NA
"30347","ENSMUSG00000089085","Gm24004"
"30348","ENSMUSG00000089087","Gm24006"
"30349","ENSMUSG00000089088",NA
"30350","ENSMUSG00000089090",NA
"30351","ENSMUSG00000089091","Gm25656"
"30352","ENSMUSG00000089092",NA
"30353","ENSMUSG00000089093","Snord11"
"30354","ENSMUSG00000089094",NA
"30355","ENSMUSG00000089095",NA
"30356","ENSMUSG00000089096","Gm25657"
"30357","ENSMUSG00000089097","Gm25658"
"30358","ENSMUSG00000089098","Gm25653"
"30359","ENSMUSG00000089102","Gm23113"
"30360","ENSMUSG00000089103",NA
"30361","ENSMUSG00000089105",NA
"30362","ENSMUSG00000089106","Gm23116"
"30363","ENSMUSG00000089107","Gm23117"
"30364","ENSMUSG00000089109","Gm23916"
"30365","ENSMUSG00000089111",NA
"30366","ENSMUSG00000089113","Gm22902"
"30367","ENSMUSG00000089114","Gm25906"
"30368","ENSMUSG00000089115",NA
"30369","ENSMUSG00000089116","Gm25904"
"30370","ENSMUSG00000089117","Gm25903"
"30371","ENSMUSG00000089118",NA
"30372","ENSMUSG00000089119","Gm25901"
"30373","ENSMUSG00000089120",NA
"30374","ENSMUSG00000089123","Gm26404"
"30375","ENSMUSG00000089124","Gm26402"
"30376","ENSMUSG00000089125","Gm26403"
"30377","ENSMUSG00000089127","Gm26401"
"30378","ENSMUSG00000089128","Gm26406"
"30379","ENSMUSG00000089129",NA
"30380","ENSMUSG00000089130","Gm24770"
"30381","ENSMUSG00000089131",NA
"30382","ENSMUSG00000089132",NA
"30383","ENSMUSG00000089133","Gm24771"
"30384","ENSMUSG00000089134",NA
"30385","ENSMUSG00000089136","Gm24922"
"30386","ENSMUSG00000089137",NA
"30387","ENSMUSG00000089138",NA
"30388","ENSMUSG00000089139","Mir1964"
"30389","ENSMUSG00000089141",NA
"30390","ENSMUSG00000089143","Gm25268"
