Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
76	Phosphatase Inhibitor Activity (GO:0019212)	1/22	0.10248148436734	0.192912875526126	0	0	9.759941089838	22.2338596158502	LMTK2
77	Semaphorin Receptor Binding (GO:0030215)	1/22	0.10248148436734	0.192912875526126	0	0	9.759941089838	22.2338596158502	SEMA7A
78	Single-Stranded DNA Helicase Activity (GO:0017116)	1/22	0.10248148436734	0.192912875526126	0	0	9.759941089838	22.2338596158502	HELQ
79	Phospholipid Transfer Activity (GO:0120014)	1/23	0.106884160764475	0.192912875526126	0	0	9.31583880037488	20.8303053683161	PITPNC1
80	Cyclin-Dependent Protein Kinase Activity (GO:0097472)	1/23	0.106884160764475	0.192912875526126	0	0	9.31583880037488	20.8303053683161	CDK6
81	Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0004693)	1/23	0.106884160764475	0.192912875526126	0	0	9.31583880037488	20.8303053683161	CDK6
82	Mitogen-Activated Protein Kinase Binding (GO:0051019)	1/23	0.106884160764475	0.192912875526126	0	0	9.31583880037488	20.8303053683161	PRKG2
83	Chemorepellent Activity (GO:0045499)	1/24	0.111265459740971	0.198401060742937	0	0	8.91035410129987	19.5656799048378	SEMA7A
84	Epidermal Growth Factor Receptor Binding (GO:0005154)	1/25	0.115625484041699	0.203721090930612	0	0	8.53865979381443	18.4212952197675	EREG
85	Protein Serine/Threonine/Tyrosine Kinase Activity (GO:0004712)	1/26	0.119964335864924	0.208879078917751	0	0	8.19670103092784	17.3816027438558	SGK1
86	Protein Phosphatase Inhibitor Activity (GO:0004864)	1/27	0.12428211698541	0.21316365641584	0	0	7.88104678826328	16.4335679096551	LMTK2
87	Protease Binding (GO:0002020)	2/125	0.125305662893095	0.21316365641584	0	0	3.35010162601626	6.95815847562668	FAM20C;TIMP1
88	Frizzled Binding (GO:0005109)	1/33	0.149751956302649	0.242350080591631	0	0	6.4014175257732	12.1548514234693	WNT7B
89	Telomeric DNA Binding (GO:0042162)	1/33	0.149751956302649	0.242350080591631	0	0	6.4014175257732	12.1548514234693	TINF2
90	DNA Secondary Structure Binding (GO:0000217)	1/33	0.149751956302649	0.242350080591631	0	0	6.4014175257732	12.1548514234693	XRCC3
91	DNA-directed 5'-3' RNA Polymerase Activity (GO:0003899)	1/34	0.153925051186576	0.242350080591631	0	0	6.20712277413308	11.6153235212567	POLR3G
92	Nuclear Estrogen Receptor Binding (GO:0030331)	1/34	0.153925051186576	0.242350080591631	0	0	6.20712277413308	11.6153235212567	LEF1
